play_name;play_scene;scene_number;play_character_list;play_non_speaking_characters;play_character_count;act_num;scene_num
The Comedy of Errors;CE III.i;5;Adriana, Angelo, Antipholus of Ephesus, Balthasar, Domio of Ephesus, Domio of Syracuse, Luce;no;7;3;1
The Comedy of Errors;CE III.ii;6;Angelo, Antipholus of Syracuse, Domio of Syracuse, Luciana;no;4;3;2
The Comedy of Errors;CE IV.i;7;Angelo, Antipholus of Ephesus, Courtesan, Domio of Ephesus, Domio of Syracuse, Officer, Second Merchant;no;7;4;1
The Comedy of Errors;CE IV.ii;8;Adriana, Domio of Syracuse, Luciana;no;3;4;2
The Comedy of Errors;CE IV.iii;9;Antipholus of Syracuse, Courtesan, Domio of Syracuse;no;3;4;3
The Comedy of Errors;CE IV.iv;10;Adriana, Antipholus of Ephesus, Antipholus of Syracuse, Domio of Ephesus, Domio of Syracuse, Luciana, Officer, Pinch;no;8;4;4
The Comedy of Errors;CE V.i;11;Abbess/Aemilia, Adriana, Angelo, Antipholus of Ephesus, Antipholus of Syracuse, Courtesan, Domio of Ephesus, Antipholus of Syracuse, Courtesan, Domio of Ephesus, Domio of Syracuse, Duke, Egeon, Luciana, Messenger, Second Merchant,;yes;9;5;1
The Merchant of Venice;MV I.i;1;Antonio, Bassanio, Gratiano, Lorenzo, Salerio, Solanio;no;6;1;1
The Merchant of Venice;MV I.ii;2;Nerissa, Portia, Servingman;no;3;1;2
The Merchant of Venice;MV I.iii;3;Antonio, Bassanio, Shylock;no;3;1;3
The Merchant of Venice;MV II.i;4;Morocco, Nerissa, Portia;yes;3;2;1
The Merchant of Venice;MV II.ii;5;Bassanio, Gobbo, Gratiano, Launcelot, Leonardo;yes;5;2;2
The Merchant of Venice;MV II.iii;6;Jessica, Launcelot;no;2;2;3
The Merchant of Venice;MV II.iv;7;Gratiano, Launcelot, Lorenzo, Salerio, Solanio;no;5;2;4
The Merchant of Venice;MV II.v;8;Jessica, Launcelot, Shylock;no;3;2;5
The Merchant of Venice;MV II.vi;9;Antonio, Gratiano, Jessica, Lorenzo, Salerio;no;5;2;6
The Merchant of Venice;MV II.vii;10;Morocco, Portia;yes;2;2;7
The Merchant of Venice;MV II.viii;11;Salerio, Solanio;no;2;2;8
The Merchant of Venice;MV II.ix;12;Arragon, Messenger, Nerissa, Portia, Servitor;yes;5;2;9
The Merchant of Venice;MV III.i;13;Salerio, Shylock, Solanio, Tubal;no;4;3;1
The Merchant of Venice;MV III.ii;14;Bassanio, Gratiano, Nerissa, Portia, Salerio;yes;5;3;2
The Merchant of Venice;MV III.iii;15;Antonio, Gaoler, Shylock, Solanio;no;4;3;3
The Merchant of Venice;MV III.iv;16;Balthasar, Jessica, Lorenzo, Nerissa, Portia;no;5;3;4
The Merchant of Venice;MV III.v;17;Jessica, Launcelot, Lorenzo;no;3;3;5
The Merchant of Venice;MV IV.i;18;Antonio, Bassanio, Duke, Gratiano, Nerissa, Portia, Salerio, Shylock;yes;8;4;1
The Merchant of Venice;MV IV.ii;19;Gratiano, Nerissa, Portia;no;3;4;2
The Merchant of Venice;MV V.i;20;Antonio, Bassanio, Gratiano, Jessica, Launcelot, Lorenzo, Nerissa, Portia, Stephano;yes;9;5;1
The Merry Wives of Windsor;MW I.i;1;Anne, Bardolph, Evans, Falstaff, Mistress Ford, Mistress Page, Nym, Page, Pistol, Shallow, Simple, Slender;no;12;1;1
The Merry Wives of Windsor;MW I.ii;2;Evans, Simple;no;2;1;2
The Merry Wives of Windsor;MW I.iii;3;Bardolph, Falstaff, Host, Nym, Pistol, Robin;no;6;1;3
The Merry Wives of Windsor;MW I.iv;4;Caius, Fenton, Mistress Quickly, Rugby, Simple;no;5;1;4
The Merry Wives of Windsor;MW II.i;5;Ford, Mistress Ford, Host, Nym, Page, Mistress Page, Mistress Quickly, Shallow;no;8;2;1
The Merry Wives of Windsor;MW II.ii;6;Bardolph, Falstaff, Ford, Pistol, Mistress Quickly, Robin;no;6;2;2
The Merry Wives of Windsor;MW II.iii;7;Caius, Host, Page, Rugby, Shallow, Slender;no;6;2;3
The Merry Wives of Windsor;MW III.i;8;Caius, Evans, Host, Page, Rugby, Shallow, Simple, Slender;no;8;3;1
The Merry Wives of Windsor;MW III.ii;9;Caius, Evans, Ford, Host, Mistress Page, Page, Robin, Rugby, Shallow, Slender;no;10;3;2
The Merry Wives of Windsor;MW III.iii;10;Caius, Evans, Falstaff, Ford, Mistress Ford, John, Page, Mistress Page, Robert, Robin;no;10;3;3
The Merry Wives of Windsor;MW III.iv;11;Anne, Fenton, Page, Mistress Page, Mistress Quickly, Shallow, Slender;no;7;3;4
The Merry Wives of Windsor;MW III.v;12;Bardolph, Falstaff, Ford, Mistress Quickly;no;4;3;5
The Merry Wives of Windsor;MW IV.i;13;Evans, Mistress Page, Mistress Quickly, William;no;4;4;1
The Merry Wives of Windsor;MW IV.ii;14;Caius, Evans, Falstaff, Ford, Mistress Ford, John, Page, Mistress Page, Robert, Shallow;no;10;4;2
The Merry Wives of Windsor;MW IV.iii;15;Bardolph, Host;no;2;4;3
The Merry Wives of Windsor;MW IV.iv;16;Evans, Ford, Mistress Ford, Page, Mistress Page;no;5;4;4
The Merry Wives of Windsor;MW IV.v;17;Bardolph, Caius, Falstaff, Host, Mistress Quickly, Simple;no;6;4;5
The Merry Wives of Windsor;MW IV.vi;18;Fenton, Host;no;2;4;6
The Merry Wives of Windsor;MW V.i;19;Falstaff, Ford, Mistress Quickly;no;3;5;1
The Merry Wives of Windsor;MW V.ii;20;Page, Shallow, Slender;no;3;5;2
The Merry Wives of Windsor;MW V.iii;21;Caius, Mistress Ford, Mistress Page;no;3;5;3
The Merry Wives of Windsor;MW V.iv;22;Evans;yes;1;5;4
The Merry Wives of Windsor;MW V.v;23;Anne, Boy 1, Boy 2, Caius, Evans, Falstaff, Fenton, Ford, Mistress Ford, Page, Mistress Page, Pistol, Mistress Quickly, Slender;yes;14;5;5
The Taming of the Shrew;TS induction.1;1;Hostess, First Huntsman, Page, First Player, Second Huntsman, Lord, First Servingman, Second Servingman, Third Servingman, Sly;yes;10;-1;-1
The Taming of the Shrew;TS I.i;2;Baptista, Bianca, Biondello, Gremio, Hortensio, Katherina, Lord, Lucentio, Page, Sly, Tranio;no;11;1;1
The Taming of the Shrew;TS I.ii;3;Biondello, Gremio, Grumio, Hortensio, Petruchio, Tranio;no;6;1;2
The Taming of the Shrew;TS II.i;4;Baptista, Bianca, Biondello, Gremio, Hortensio, Katherina, Lucentio, Petruchio, Servant, Tranio;no;10;2;1
The Taming of the Shrew;TS III.i;5;Bianca, Hortensio, Lucentio, Servant;no;4;3;1
The Taming of the Shrew;TS III.ii;6;Baptista, Bianca, Biondello, Gremio, Grumio, Hortensio, Katherina, Lucentio, Petruchio, Tranio;yes;10;3;2
The Taming of the Shrew;TS IV.i;7;Curtis, Grumio, Joseph, Katherina, Nathaniel, Nicholas, Petruchio, Philip;no;8;4;1
The Taming of the Shrew;TS IV.ii;8;Bianca, Biondello, Hortensio, Lucentio, Pedant, Tranio;no;6;4;2
The Taming of the Shrew;TS IV.iii;9;Grumio, Haberdasher, Hortensio, Katherina, Petruchio, Tailor;no;6;4;3
The Taming of the Shrew;TS IV.iv;10;Baptista, Biondello, Lucentio, Pedant, Peter, Tranio;no;6;4;4
The Taming of the Shrew;TS IV.v;11;Hortensio, Katherina, Petruchio, Vincentio;yes;4;4;5
The Taming of the Shrew;TS V.i;12;Baptista, Bianca, Biondello, Gremio, Grumio, Katherina, Lucentio, Pedant, Petruchio, Vincentio;yes;10;5;1
The Taming of the Shrew;TS V.ii;13;Baptista, Bianca, Biondello, Gremio, Grumio, Hortensio, Katherina, Lucentio, Pedant, Petruchio, Tranio, Vincentio, Widow;yes;13;5;2
The Tempest;Tem I.i;1;Alonso, Antonio, Boatswain, Ferdinand, Gonzalo, Mariners, Master, Sebastian;yes;8;1;1
The Tempest;Tem I.ii;2;Ariel, Caliban, Ferdinand, Miranda, Prospero;no;5;1;2
The Tempest;Tem II.i;3;Adrian, Alonso, Antonio, Ariel, Francisco, Gonzalo, Sebastian;yes;7;2;1
The Tempest;Tem II.ii;4;Caliban, Stephano, Trinculo;no;3;2;2
The Tempest;Tem III.i;5;Ferdinand, Miranda, Prospero;no;3;3;1
The Tempest;Tem III.ii;6;Ariel, Caliban, Stephano, Trinculo;no;4;3;2
The Tempest;Tem III.iii;7;Adrian, Alonso, Antonio, Ariel, Francisco, Gonzalo, Prospero, Sebastian;yes;8;3;3
The Tempest;Tem IV.i;8;Ariel, Caliban, Ceres, Ferdinand, Iris, Juno, Miranda, Prospero, Stephano, Trinculo;yes;10;4;1
The Tempest;Tem V.i;9;Adrian, Alonso, Antonio, Ariel, Boatswain, Caliban, Ferdinand, Francisco, Gonzalo, Master, Miranda, Prospero, Sebastian, Stephano, Trinculo;no;15;5;1
The Two Gentlemen of Verona;TG I.i;1;Proteus, Speed, Valentine;no;3;1;1
The Two Gentlemen of Verona;TG I.ii;2;Julia, Lucetta;no;2;1;2
The Two Gentlemen of Verona;TG I.iii;3;Antonio, Panthino, Proteus;no;3;1;3
The Two Gentlemen of Verona;TG II.i;4;Silvia, Speed, Valentine;no;3;2;1
The Two Gentlemen of Verona;TG II.ii;5;Julia, Panthino, Proteus;no;3;2;2
The Two Gentlemen of Verona;TG II.iii;6;Crab, Launce, Panthino;no;3;2;3
The Two Gentlemen of Verona;TG II.iv;7;Duke, Proteus, Servant, Silvia, Speed, Thurio, Valentine;no;7;2;4
The Two Gentlemen of Verona;TG II.v;8;Launce, Speed;no;2;2;5
The Two Gentlemen of Verona;TG II.vi;9;Proteus;no;1;2;6
The Two Gentlemen of Verona;TG II.vii;10;Julia, Lucetta;no;2;2;7
The Two Gentlemen of Verona;TG III.i;11;Duke, Launce, Proteus, Thurio, Valentine;no;5;3;1
The Two Gentlemen of Verona;TG III.ii;12;Duke, Proteus, Thurio;no;3;3;2
The Two Gentlemen of Verona;TG IV.i;13;First Outlaw, Second Outlaw, Third Outlaw, Speed, Valentine;no;5;4;1
The Two Gentlemen of Verona;TG IV.ii;14;Host, Julia, Proteus, Silvia, Thurio;no;5;4;2
The Two Gentlemen of Verona;TG IV.iii;15;Eglamour, Silvia;no;2;4;3
The Two Gentlemen of Verona;TG IV.iv;16;Crab, Julia, Launce, Proteus, Silvia;yes;5;4;4
The Two Gentlemen of Verona;TG V.i;17;Eglamour, Silvia;no;2;5;1
The Two Gentlemen of Verona;TG V.ii;18;Duke, Julia, Proteus, Thurio;no;4;5;2
The Two Gentlemen of Verona;TG V.iii;19;First Outlaw, Second Outlaw, Third Outlaw, Silvia;no;4;5;3
The Two Gentlemen of Verona;TG V.iv;20;Duke, First Outlaw, Second Outlaw, Third Outlaw, Julia, Proteus, Silvia, Thurio, Valentine;no;9;5;4
The Winter's Tale;WT I.i;1;Archidamus, Camillo;no;2;1;1
The Winter's Tale;WT I.ii;2;Camillo, Hermione, Leontes, Mamillius, Polixenes;yes;5;1;2
The Winter's Tale;WT II.i;3;Antigonus, Hermione, First Lady, Second Lady, Leontes, Lord, Mamillius;yes;7;2;1
The Winter's Tale;WT II.ii;4;Emilia, Gaoler, Gentleman, Paulina;yes;4;2;2
The Winter's Tale;WT II.iii;5;Antigonus, Leontes, Lord, Paulina, Servant;yes;5;2;3
The Winter's Tale;WT III.i;6;Cleomenes, Dion;no;2;3;1
The Winter's Tale;WT III.ii;7;Cleomenes, Dion, Hermione, First Lady, Second Lady, Leontes, Lord, Officer, Paulina, Servant;yes;10;3;2
The Winter's Tale;WT III.iii;8;Antigonus, Clown, Mariner, Shepherd;no;4;3;3
The Winter's Tale;WT IV.i;9;Time;no;1;4;1
The Winter's Tale;WT IV.ii;10;Camillo, Polixenes;no;2;4;2
The Winter's Tale;WT IV.iii;11;Autolycus, Clown;no;2;4;3
The Winter's Tale;WT IV.iv;12;Autolycus, Camillo, Clown, Dorcas, Florizel, Mopsa, Perdita, Polixenes, Servant, Shepherd;yes;10;4;4
The Winter's Tale;WT V.i;13;Cleomenes, Dion, Florizel, Gentleman, Leontes, Lord, Paulina, Perdita;yes;8;5;1
The Winter's Tale;WT V.ii;14;Autolycus, Clown, First Gentleman, Second Gentleman, Third Gentleman, Shepherd;no;6;5;2
The Winter's Tale;WT V.iii;15;Camillo, Florizel, Hermione, Leontes, Paulina, Perdita, Polixenes;yes;7;5;3
Timon of Athens;Tim I.i;1;Alcibiades, Apemantus, First Lord, Second Lord, Jeweller, Luculius, Merchant, Messenger, Old Athenian, Painter, Poet, Timon;yes;12;1;1
Timon of Athens;Tim I.ii;2;Alcibiades, Apemantus, Cupid, Flavius, First Lord, Second Lord, Third Lord, First Servant, Second Servant, Third Servant, Timon, Ventidius;yes;12;1;2
Timon of Athens;Tim II.i;3;Caphis, Senator;no;2;2;1
Timon of Athens;Tim II.ii;4;Alcibiades, Apemantus, Caphis, Flaminius, Flavius, Fool, Isidore's Servant, Servant, Servilius, Page, Timon, Varro's Servant;yes;12;2;2
Timon of Athens;Tim III.i;5;Flaminius, Luculius, Servant;no;3;3;1
Timon of Athens;Tim III.ii;6;Lucius, Servilius, First Stranger, Second Stranger, Third Stranger;no;5;3;2
Timon of Athens;Tim III.iii;7;Servant, Sempronius;no;2;3;3
Timon of Athens;Tim III.iv;8;Flaminius, Flavius, Hortensius, Lucius's Servant, Philotus, Servilius, Timon, Titus, First Varro's Servant, Second Varro's Servant;yes;10;3;4
Timon of Athens;Tim III.v;9;Alcibiades, First Senator, Second Senator, Third Senator;yes;4;3;5
Timon of Athens;Tim III.vi;10;Lucius, Luculius, Sempronius, Timon, Ventidius;yes;5;3;6
Timon of Athens;Tim IV.i;11;Timon;no;1;4;1
Timon of Athens;Tim IV.ii;12;Flavius, First Servant, Second Servant, Third Servant;yes;4;4;2
Timon of Athens;Tim IV.iii;13;Alcibiades, Apemantus, First Bandit, Second Bandit, Third Bandit, Flavius, Phrynia, Timandra, Timon;yes;9;4;3
Timon of Athens;Tim V.i;14;Flavius, Painter, Poet, First Senator, Second Senator, Timon;no;6;5;1
Timon of Athens;Tim V.ii;15;Messenger, Third Senator, Fourth Senator;no;3;5;2
Timon of Athens;Tim V.iii;16;Soldier;no;1;5;3
Timon of Athens;Tim V.iv;17;Alcibiades, First Senator, Second Senator, Soldier;yes;4;5;4
Titus Andronicus;Tit I.i;1;Aaron, Alarbus, Bassianus, Captain, Chiron, Demetrius, Lavinia, Lucius, Marcus, Martius, Mutius, Quintus, Saturninus, Tamora, Titus, Tribune;yes;16;1;1
Titus Andronicus;Tit II.i;2;Aaron, Chiron, Demetrius;no;3;2;1
Titus Andronicus;Tit II.ii;3;Bassianus, Chiron, Demetrius, Lavinia, Lucius, Marcus, Martius, Quintus, Saturninus, Titus;no;10;2;2
Titus Andronicus;Tit II.iii;4;Aaron, Tamora;no;4;2;3
Titus Andronicus;Tit II.iv;5;Aaron, Bassianus, Chiron, Demetrius, Lavinia, Lucius, Marcus, Martius, Quintus, Saturninus, Tamora, Titus;yes;12;2;4
Titus Andronicus;Tit III.i;6;Aaron, Lavinia, Lucius, Marcus, Martius, Messenger, Quintus, Titus;yes;8;3;1
Titus Andronicus;Tit III.ii;7;Lavinia, Young Lucius, Marcus, Titus;no;4;3;2
Titus Andronicus;Tit IV.i;8;Lavinia, Young Lucius, Marcus, Titus;no;4;4;1
Titus Andronicus;Tit IV.ii;9;Aaron, Attendant, Chiron, Demetrius, Young Lucius, Nurse;yes;6;4;2
Titus Andronicus;Tit IV.iii;10;Caius, Clown, Young Lucius, Marcus, Publius, Sempronius, Titus;no;7;4;3
Titus Andronicus;Tit IV.iv;11;Aemilius, Chiron, Clown, Demetrius, Saturninus, Tamora;yes;6;4;4
Titus Andronicus;Tit V.i;12;Aaron, Aemilius, First Goth, Second Goth, Lucius;yes;5;5;1
Titus Andronicus;Tit V.ii;13;Caius, Chiron, Demetrius, Lavinia, Marcus, Publius, Tamora, Titus, Valentine;no;9;5;2
Titus Andronicus;Tit V.iii;14;Aaron, Aemilius, Goth, Lavinia, Lucius, Young Lucius, Marcus, Roman, Saturninus, Tamora, Titus;yes;11;5;3
Troilus and Cressida;TC Prologue;1;Prologue;no;1;0;-1
Troilus and Cressida;TC I.i;2;Aeneas, Pandarus, Troilus;no;3;1;1
Troilus and Cressida;TC I.ii;3;Aeneas, Alexander, Antenor, Boy, Cressida, Hector, Helenus, Pandarus, Paris, Troilus;yes;10;1;2
Troilus and Cressida;TC I.iii;4;Aeneas, Agamemnon, Diomedes, Menelaus, Nestor, Ulysses;yes;6;1;3
Troilus and Cressida;TC II.i;5;Achilles, Ajax, Patroclus, Thersites;no;4;2;1
Troilus and Cressida;TC II.ii;6;Cassandra, Hector, Helenus, Paris, Priam, Troilus;no;6;2;2
Troilus and Cressida;TC II.iii;7;Achilles, Agamemnon, Ajax, Calchas, Diomedes, Nestor, Patroclus, Thersites, Ulysses;no;9;2;3
Troilus and Cressida;TC III.i;8;Helen, Pandarus, Paris, Servant;no;4;3;1
Troilus and Cressida;TC III.ii;9;Cressida, Man, Pandarus, Troilus;no;4;3;2
Troilus and Cressida;TC III.iii;10;Achilles, Agamemnon, Ajax, Calchas, Diomedes, Menelaus, Nestor, Patroclus, Thersites, Ulysses;no;10;3;3
Troilus and Cressida;TC IV.i;11;Aeneas, Antenor, Deiphobus, Diomedes, Paris, Servant;yes;6;4;1
Troilus and Cressida;TC IV.ii;12;Aeneas, Cressida, Pandarus, Troilus;no;4;4;2
Troilus and Cressida;TC IV.iii;13;Aeneas, Antenor, Diomedes, Paris, Deiphobus, Troilus;no;6;4;3
Troilus and Cressida;TC IV.iv;14;Aeneas, Antenor, Cressida, Deiphobus, Diomedes, Pandarus, Paris, Troilus;no;8;4;4
Troilus and Cressida;TC IV.v;15;Achilles, Aeneas, Agamemnon, Ajax, Calchas, Cressida, Diomedes, Hector, Helenus, Menelaus, Nestor, Paris, Patroclus, Troilus, Ulysses;yes;15;4;5
Troilus and Cressida;TC V.i;16;Achilles, Agamemnon, Ajax, Diomedes, Hector, Menelaus, Nestor, Patroclus, Thersites, Troilus, Ulysses;no;11;5;1
Troilus and Cressida;TC V.ii;17;Calchas, Cressida, Diomedes, Thersites, Troilus, Ulysses;no;6;5;2
Troilus and Cressida;TC V.iii;18;Andromache, Cassandra, Hector, Pandarus, Priam, Troilus;no;6;5;3
Troilus and Cressida;TC V.iv;19;Diomedes, Hector, Thersites, Troilus;no;4;5;4
Troilus and Cressida;TC V.v;20;Achilles, Agamemnon, Ajax, Diomedes, Nestor, Servant, Ulysses;yes;7;5;5
Troilus and Cressida;TC V.vi;21;Ajax, Diomedes, Greek soldier, Hector, Troilus;no;5;5;6
Troilus and Cressida;TC V.vii;22;Achilles, Margarelon, Menelaus, Myrmidons, Paris, Thersites;yes;6;5;7
Troilus and Cressida;TC V.viii;23;Achilles, Hector, Myrmidons;yes;3;5;8
Troilus and Cressida;TC V.ix;24;Agamemnon, Ajax, Diomedes, Menelaus, Nestor, Soldiers;yes;6;5;9
Troilus and Cressida;TC V.x;25;Aeneas, Antenor, Deiphobus, Pandarus, Paris, Troilus;yes;6;5;10
Twelfth Night;TN I.i;1;Curio, Orsino, Valentine;no;3;1;1
Twelfth Night;TN I.ii;2;Captain, Viola;no;2;1;2
Twelfth Night;TN I.iii;3;Sir Andrew, Maria, Sir Toby;no;3;1;3
Twelfth Night;TN I.iv;4;Curio, Orsino, Valentine, Viola;yes;4;1;4
Twelfth Night;TN I.v;5;Feste, Malvolio, Maria, Olivia, Sir Toby, Viola;yes;6;1;5
Twelfth Night;TN II.i;6;Antonio, Sebastian;no;2;2;1
Twelfth Night;TN II.ii;7;Malvolio, Viola;no;2;2;2
Twelfth Night;TN II.iii;8;Sir Andrew, Feste, Malvolio, Maria, Sir Toby;no;5;2;3
Twelfth Night;TN II.iv;9;Curio, Feste, Orsino, Viola;yes;4;2;4
Twelfth Night;TN II.v;10;Sir Andrew, Fabian, Malvolio, Maria, Sir Toby;no;5;2;5
Twelfth Night;TN III.i;11;Sir Andrew, Feste, Maria, Olivia, Sir Toby, Viola;no;6;3;1
Twelfth Night;TN III.ii;12;Sir Andrew, Fabian, Maria, Sir Toby;no;4;3;2
Twelfth Night;TN III.iii;13;Antonio, Sebastian;no;2;3;3
Twelfth Night;TN III.iv;14;Sir Andrew, Antonio, Fabian, First Officer, Second Officer, Malvolio, Maria, Olivia, Sir Toby, Viola;no;10;3;4
Twelfth Night;TN IV.i;15;Sir Andrew, Fabian, Feste, Olivia, Sebastian, Sir Toby;no;6;4;1
Twelfth Night;TN IV.ii;16;Feste, Malvolio, Maria, Sir Toby;no;4;4;2
Twelfth Night;TN IV.iii;17;Olivia, Priest, Sebastian;no;3;4;3
Twelfth Night;TN V.i;18;Sir Andrew, Antonio, Attendant, Fabian, Feste, Malvolio, First Officer, Olivia, Orsino, Priest, Sebastian, Sir Toby, Viola;yes;13;5;1
